YEAR	MFR	CAR LINE	DISPLACEMENT	NUMB CYL	CITY MPG (GUIDE)	HWY MPG (GUIDE)	COMB MPG (GUIDE)

2007	ASTON MARTIN	V8 VANTAGE	4,3	8	14	20	16
2007	ASTON MARTIN	V8 VANTAGE ASM	4,3	8	15	21	17
2007	BMW	Z4 3.0I	3	6	20	30	24
2007	BMW	Z4 3.0I	3	6	21	30	24
2007	BMW	Z4 3.0SI	3	6	20	30	24
2007	BMW	Z4 3.0SI	3	6	21	30	24
2007	BMW	Z4 COUPE	3	6	20	30	24
2007	BMW	Z4 COUPE	3	6	21	30	24
2007	BMW	Z4 M COUPE	3,2	6	16	24	19
2007	BMW	Z4 M ROADSTER	3,2	6	16	24	19
2007	CADILLAC	XLR	4,4	8	15	22	17
2007	CADILLAC	XLR	4,6	8	17	27	20
2007	CHEVROLET	CORVETTE	6	8	18	28	21
2007	CHEVROLET	CORVETTE	6	8	17	27	21
2007	CHEVROLET	CORVETTE	7	8	16	26	20
2007	CHRYSLER	CROSSFIRE COUPE	3,2	6	21	28	24
2007	CHRYSLER	CROSSFIRE COUPE	3,2	6	17	25	20
2007	CHRYSLER	CROSSFIRE ROADSTER	3,2	6	21	28	24
2007	CHRYSLER	CROSSFIRE ROADSTER	3,2	6	17	25	20
2007	FERRARI	F430	4,3	8	12	17	14
2007	FERRARI	F430	4,3	8	13	17	14
2007	FERRARI	FERRARI 599 GTB	5,9	12	11	15	13
2007	FERRARI	FERRARI 599 GTB	5,9	12	11	15	12
2007	HONDA	S2000	2,2	4	20	26	22
2007	LAMBORGHINI	GALLARDO COUPE	5	10	12	18	14
2007	LAMBORGHINI	GALLARDO COUPE	5	10	12	18	14
2007	LAMBORGHINI	GALLARDO COUPE SL	5	10	12	19	14
2007	LAMBORGHINI	GALLARDO COUPE SL	5	10	12	20	15
2007	LAMBORGHINI	GALLARDO SPYDER	5	10	11	17	13
2007	LAMBORGHINI	GALLARDO SPYDER	5	10	11	17	13
2007	LAMBORGHINI	L-147/148 MURCIELAGO	6,5	12	9	14	11
2007	LAMBORGHINI	L-147/148 MURCIELAGO	6,5	12	10	16	12
2007	LOTUS	ELISE/EXIGE	1,8	4	24	29	26
2007	LOTUS	ELISE/EXIGE	1,8	4	23	29	25
2007	MAZDA	MX-5	2	4	25	30	27
2007	MAZDA	MX-5	2	4	24	30	27
2007	MAZDA	MX-5	2	4	22	30	25
2007	MERCEDES-BENZ	SL55 AMG	5,4	8	14	19	15
2007	MERCEDES-BENZ	SL550	5,5	8	14	22	17
2007	MERCEDES-BENZ	SL600	5,5	12	13	19	15
2007	MERCEDES-BENZ	SL65 AMG	6	12	13	19	15
2007	MERCEDES-BENZ	SLK280	3	6	20	27	22
2007	MERCEDES-BENZ	SLK280	3	6	20	27	22
2007	MERCEDES-BENZ	SLK350	3,5	6	19	25	21
2007	MERCEDES-BENZ	SLK350	3,5	6	18	25	21
2007	MERCEDES-BENZ	SLK55 AMG	5,4	8	16	22	18
2007	MERCEDES-BENZ	SLR	5,4	8	13	17	14
2007	NISSAN	350Z	3,5	6	20	27	23
2007	NISSAN	350Z	3,5	6	19	26	22
2007	NISSAN	350Z ROADSTER	3,5	6	19	26	22
2007	NISSAN	350Z ROADSTER	3,5	6	19	25	21
2007	PONTIAC	SOLSTICE	2	4	21	29	24
2007	PONTIAC	SOLSTICE	2	4	22	31	25
2007	PONTIAC	SOLSTICE	2,4	4	22	26	24
2007	PONTIAC	SOLSTICE	2,4	4	20	28	23
2007	PORSCHE	BOXSTER	2,7	6	21	28	24
2007	PORSCHE	BOXSTER	2,7	6	23	32	26
2007	PORSCHE	BOXSTER	2,7	6	22	31	25
2007	PORSCHE	BOXSTER S	3,4	6	20	27	23
2007	PORSCHE	BOXSTER S	3,4	6	20	28	23
2007	PORSCHE	CAYMAN	2,7	6	21	28	24
2007	PORSCHE	CAYMAN	2,7	6	23	32	26
2007	PORSCHE	CAYMAN	2,7	6	22	31	25
2007	PORSCHE	CAYMAN S	3,4	6	20	27	23
2007	PORSCHE	CAYMAN S	3,4	6	20	28	23
2007	SATURN	SKY	2	4	21	29	24
2007	SATURN	SKY	2	4	22	31	25
2007	SATURN	SKY	2,4	4	22	26	24
2007	SATURN	SKY	2,4	4	20	28	23
2007	SPYKR	C8 DOUBLE 12 SPYDER	4,2	8	14	20	16
2007	SPYKR	C8 SPYDER	4,2	8	14	20	16
2007	ASTON MARTIN	DB9 COUPE	5,9	12	12	19	15
2007	ASTON MARTIN	DB9 COUPE MANUAL	5,9	12	11	18	13
2007	ASTON MARTIN	DB9 VOLANTE	5,9	12	13	18	15
2007	ASTON MARTIN	DB9 VOLANTE MANUAL	5,9	12	11	18	13
2007	JAGUAR	JAGUAR XK	4,2	8	18	27	21
2007	JAGUAR	JAGUAR XK CONVERTIBLE	4,2	8	18	27	21
2007	JAGUAR	JAGUAR XKR	4,2	8	17	25	20
2007	JAGUAR	JAGUAR XKR CONVERTIBLE	4,2	8	17	25	20
2007	LEXUS	SC 430	4,3	8	18	25	21
2007	MINI	MINI COOPER	1,6	4	32	40	35
2007	MINI	MINI COOPER	1,6	4	30	37	33
2007	MINI	MINI COOPER CONVERTIBLE	1,6	4	25	33	28
2007	MINI	MINI COOPER CONVERTIBLE	1,6	4	26	35	29
2007	MINI	MINI COOPER S	1,6	4	29	36	32
2007	MINI	MINI COOPER S	1,6	4	26	33	29
2007	MINI	MINI COOPER S CONVERTIBLE	1,6	4	24	31	26
2007	MINI	MINI COOPER S CONVERTIBLE	1,6	4	22	32	26
2007	MITSUBISHI	ECLIPSE SPYDER	2,4	4	22	29	25
2007	MITSUBISHI	ECLIPSE SPYDER	2,4	4	22	28	24
2007	MITSUBISHI	ECLIPSE SPYDER	3,8	6	17	26	20
2007	MITSUBISHI	ECLIPSE SPYDER	3,8	6	18	26	21
2007	PORSCHE	CARRERA 2 CABRIOLET	3,6	6	20	26	22
2007	PORSCHE	CARRERA 2 CABRIOLET	3,6	6	18	26	21
2007	PORSCHE	CARRERA 2 COUPE	3,6	6	20	26	22
2007	PORSCHE	CARRERA 2 COUPE	3,6	6	18	26	21
2007	PORSCHE	CARRERA 2 S CABRIOLET	3,8	6	20	26	22
2007	PORSCHE	CARRERA 2 S CABRIOLET	3,8	6	18	26	21
2007	PORSCHE	CARRERA 2 S COUPE	3,8	6	20	26	22
2007	PORSCHE	CARRERA 2 S COUPE	3,8	6	18	26	21
2007	PORSCHE	CARRERA 4 CABRIOLET	3,6	6	19	26	21
2007	PORSCHE	CARRERA 4 CABRIOLET	3,6	6	18	26	21
2007	PORSCHE	CARRERA 4 COUPE	3,6	6	19	26	22
2007	PORSCHE	CARRERA 4 COUPE	3,6	6	18	26	21
2007	PORSCHE	CARRERA 4 S CABRIOLET	3,8	6	19	25	21
2007	PORSCHE	CARRERA 4 S CABRIOLET	3,8	6	17	25	20
2007	PORSCHE	CARRERA 4 S COUPE	3,8	6	19	25	22
2007	PORSCHE	CARRERA 4 S COUPE	3,8	6	17	25	20
2007	PORSCHE	CARRERA 4 S TARGA	3,8	6	19	25	21
2007	PORSCHE	CARRERA 4 S TARGA	3,8	6	17	25	20
2007	PORSCHE	CARRERA 4 TARGA	3,6	6	19	26	21
2007	PORSCHE	CARRERA 4 TARGA	3,6	6	18	26	21
2007	PORSCHE	GT3       911 GT3	3,6	6	17	24	20
2007	PORSCHE	GT3 RS    911 GT3 RS	3,6	6	17	24	20
2007	PORSCHE	TURBO   4 911 TURBO	3,6	6	17	25	20
2007	PORSCHE	TURBO   4 911 TURBO	3,6	6	18	25	20
2007	SPYKR	C8 DOUBLE 12 S	4,2	8	14	20	16
2007	SPYKR	C8 LAVIOLETTE	4,2	8	14	20	16
2007	VOLKSWAGEN	NEW BEETLE CONVERTIBLE	2,5	5	22	30	25
2007	VOLKSWAGEN	NEW BEETLE CONVERTIBLE	2,5	5	22	30	25
2007	AUDI	A4 CABRIOLET	2	4	24	32	27
2007	AUDI	A4 CABRIOLET QUATTRO	2	4	22	30	25
2007	AUDI	A4 CABRIOLET QUATTRO	3,1	6	19	27	22
2007	AUDI	S4 CABRIOLET	4,2	8	14	21	17
2007	AUDI	S4 CABRIOLET	4,2	8	15	23	18
2007	BENTLEY	AZURE	6,7	8	11	16	12
2007	BENTLEY	CONTINENTAL GTC	6	12	11	18	14
2007	BMW	328CI	3	6	20	30	24
2007	BMW	328CI	3	6	21	30	24
2007	BMW	328CI CONVERTIBLE	3	6	20	29	23
2007	BMW	328CI CONVERTIBLE	3	6	20	30	24
2007	BMW	328CXI	3	6	19	28	22
2007	BMW	328CXI	3	6	20	27	23
2007	BMW	335CI	3	6	19	28	22
2007	BMW	335CI	3	6	20	29	23
2007	BMW	335CI CONVERTIBLE	3	6	19	28	22
2007	BMW	335CI CONVERTIBLE	3	6	20	29	23
2007	BMW	650CI	4,8	8	17	24	19
2007	BMW	650CI	4,8	8	17	25	20
2007	BMW	650CI	4,8	8	16	22	18
2007	BMW	650CI CONVERTIBLE	4,8	8	16	22	18
2007	BMW	650CI CONVERTIBLE	4,8	8	17	25	20
2007	BMW	650CI CONVERTIBLE	4,8	8	15	21	17
2007	BMW	M6	5	10	12	18	14
2007	BMW	M6	5	10	12	18	14
2007	BMW	M6 CONVERTIBLE	5	10	12	18	14
2007	BMW	M6 CONVERTIBLE	5	10	12	19	14
2007	CHEVROLET	AVEO 5	1,6	4	26	34	29
2007	CHEVROLET	AVEO 5	1,6	4	27	37	30
2007	CHEVROLET	COBALT	2	4	22	30	25
2007	CHEVROLET	COBALT	2,2	4	24	32	27
2007	CHEVROLET	COBALT	2,2	4	25	34	29
2007	CHEVROLET	COBALT	2,4	4	24	32	27
2007	CHEVROLET	COBALT	2,4	4	25	34	28
2007	FORD	MUSTANG	4	6	18	26	21
2007	FORD	MUSTANG	4	6	19	28	22
2007	FORD	MUSTANG	4,6	8	17	23	19
2007	FORD	MUSTANG	4,6	8	17	25	20
2007	FORD	MUSTANG	5,4	8	15	21	17
2007	HONDA	CIVIC	1,8	4	30	40	33
2007	HONDA	CIVIC	1,8	4	28	39	32
2007	HONDA	CIVIC	1,8	4	30	38	33
2007	HONDA	CIVIC	2	4	23	32	26
2007	HYUNDAI	TIBURON	2	4	22	30	25
2007	HYUNDAI	TIBURON	2	4	23	31	26
2007	HYUNDAI	TIBURON	2,7	6	19	26	22
2007	HYUNDAI	TIBURON	2,7	6	19	27	22
2007	HYUNDAI	TIBURON	2,7	6	18	26	21
2007	INFINITI	G35 COUPE	3,5	6	19	26	22
2007	INFINITI	G35 COUPE	3,5	6	18	25	21
2007	LEXUS	IS 250	2,5	6	20	28	23
2007	LEXUS	IS 250	2,5	6	24	32	27
2007	LEXUS	IS 250 AWD	2,5	6	22	28	25
2007	LEXUS	IS 350	3,5	6	21	28	23
2007	MAZDA	MAZDA RX-8	1,3	2	18	24	20
2007	MAZDA	MAZDA RX-8	1,3	2	18	25	21
2007	MERCEDES-BENZ	CLK350	3,5	6	19	28	22
2007	MERCEDES-BENZ	CLK350 (CABRIOLET)	3,5	6	19	28	22
2007	MERCEDES-BENZ	CLK550	5,5	8	16	23	19
2007	MERCEDES-BENZ	CLK550 (CABRIOLET)	5,5	8	16	24	19
2007	MERCEDES-BENZ	CLK63 AMG (CABRIOLET)	6,2	8	13	20	15
2007	MITSUBISHI	ECLIPSE	2,4	4	23	30	26
2007	MITSUBISHI	ECLIPSE	2,4	4	22	28	25
2007	MITSUBISHI	ECLIPSE	3,8	6	18	27	21
2007	MITSUBISHI	ECLIPSE	3,8	6	19	28	22
2007	PONTIAC	G5/PURSUIT	2,2	4	24	32	27
2007	PONTIAC	G5/PURSUIT	2,2	4	25	34	29
2007	PONTIAC	G5/PURSUIT	2,4	4	24	32	27
2007	PONTIAC	G5/PURSUIT	2,4	4	25	34	28
2007	ROUSH PERFORMANCE	ROUSH STAGE3 MUSTANG	4,6	8	15	22	18
2007	ROUSH PERFORMANCE	ROUSH STAGE3 MUSTANG COUPE	4,6	8	16	22	18
2007	SAAB	9-3 CONVERTIBLE	2	4	20	29	24
2007	SAAB	9-3 CONVERTIBLE	2	4	20	30	24
2007	SAAB	9-3 CONVERTIBLE	2,8	6	18	28	21
2007	SAAB	9-3 CONVERTIBLE	2,8	6	17	28	20
2007	SUBARU	IMPREZA AWD	2,5	4	21	26	23
2007	SUBARU	IMPREZA AWD	2,5	4	23	28	25
2007	SUBARU	IMPREZA AWD	2,5	4	20	27	23
2007	SUBARU	IMPREZA AWD	2,5	4	22	29	25
2007	SUBARU	IMPREZA AWD	2,5	4	19	25	21
2007	TOYOTA	SCION TC	2,4	4	23	31	26
2007	TOYOTA	SCION TC	2,4	4	23	30	26
2007	TOYOTA	YARIS	1,5	4	34	39	36
2007	TOYOTA	YARIS	1,5	4	34	40	37
2007	VOLKSWAGEN	EOS	2	4	23	32	27
2007	VOLKSWAGEN	EOS	2	4	23	31	26
2007	VOLKSWAGEN	EOS	3,2	6	22	29	24
2007	VOLKSWAGEN	NEW BEETLE	2,5	5	23	31	26
2007	VOLKSWAGEN	NEW BEETLE	2,5	5	23	32	26
2007	VOLVO	C70 CONVERTIBLE	2,5	5	21	29	24
2007	VOLVO	C70 CONVERTIBLE	2,5	5	20	29	23
2007	ACURA	TSX	2,4	4	22	30	25
2007	ACURA	TSX	2,4	4	22	31	26
2007	AUDI	A4	2	4	24	32	27
2007	AUDI	A4	2	4	23	34	27
2007	AUDI	A4	3,1	6	21	29	24
2007	AUDI	A4 QUATTRO	2	4	22	31	25
2007	AUDI	A4 QUATTRO	2	4	22	30	25
2007	AUDI	A4 QUATTRO	3,1	6	17	27	21
2007	AUDI	A4 QUATTRO	3,1	6	19	27	22
2007	AUDI	RS4	4,2	8	14	21	17
2007	AUDI	S4	4,2	8	15	21	17
2007	AUDI	S4	4,2	8	15	23	18
2007	BENTLEY	CONTINENTAL GT	6	12	12	19	14
2007	BMW	328I	3	6	20	30	24
2007	BMW	328I	3	6	21	30	24
2007	BMW	328XI	3	6	19	28	22
2007	BMW	328XI	3	6	20	27	23
2007	BMW	335I	3	6	19	28	22
2007	BMW	335I	3	6	20	29	23
2007	BMW	335XI	3	6	19	27	22
2007	BMW	335XI	3	6	19	27	22
2007	CHEVROLET	AVEO	1,6	4	26	34	29
2007	CHEVROLET	AVEO	1,6	4	27	37	30
2007	CHEVROLET	OPTRA	2	4	22	31	25
2007	CHEVROLET	OPTRA	2	4	23	30	26
2007	CHEVROLET	OPTRA 5	2	4	22	31	25
2007	CHEVROLET	OPTRA 5	2	4	23	30	26
2007	CHRYSLER	PTCRUISER CONV/CABRIO	2,4	4	19	26	23
2007	CHRYSLER	PTCRUISER CONV/CABRIO	2,4	4	21	26	23
2007	CHRYSLER	PTCRUISER CONV/CABRIO	2,4	4	21	27	23
2007	CHRYSLER	PTCRUISER CONV/CABRIO	2,4	4	22	29	25
2007	DODGE	CALIBER	1,8	4	28	32	29
2007	DODGE	CALIBER	2	4	26	30	28
2007	DODGE	CALIBER	2	4	26	30	28
2007	DODGE	CALIBER	2,4	4	24	27	25
2007	DODGE	CALIBER	2,4	4	26	31	28
2007	DODGE	CALIBER AWD	2,4	4	23	26	24
2007	FORD	FOCUS  FWD	2	4	27	34	29
2007	FORD	FOCUS  FWD	2	4	27	37	31
2007	FORD	FOCUS  FWD	2,3	4	22	32	26
2007	HONDA	CIVIC HYBRID	1,3	4	49	51	50
2007	HYUNDAI	ACCENT	1,6	4	28	37	31
2007	HYUNDAI	ACCENT	1,6	4	32	35	33
2007	JAGUAR	JAGUAR X-TYPE	3	6	18	24	20
2007	KIA	RIO	1,6	4	29	38	32
2007	KIA	RIO	1,6	4	32	35	33
2007	LEXUS	GS 450H	3,5	6	25	28	26
2007	MAZDA	MAZDA 3	2	4	28	35	31
2007	MAZDA	MAZDA 3	2	4	26	34	29
2007	MAZDA	MAZDA 3	2,3	4	26	33	28
2007	MAZDA	MAZDA 3	2,3	4	20	28	23
2007	MAZDA	MAZDA 3	2,3	4	25	31	27
2007	MERCEDES-BENZ	C230	2,5	6	14	18	16
2007	MERCEDES-BENZ	C230	2,5	6	19	25	21
2007	MERCEDES-BENZ	C230	2,5	6	14	18	16
2007	MERCEDES-BENZ	C230	2,5	6	19	25	21
2007	MERCEDES-BENZ	C280	3	6	22	28	24
2007	MERCEDES-BENZ	C280 4MATIC	3	6	19	26	22
2007	MERCEDES-BENZ	C350	3,5	6	20	29	23
2007	MERCEDES-BENZ	C350	3,5	6	20	28	23
2007	MERCEDES-BENZ	C350 4MATIC	3,5	6	19	24	21
2007	MERCEDES-BENZ	CL550	5,5	8	15	22	18
2007	MERCEDES-BENZ	CL600	5,5	12	13	19	15
2007	MERCEDES-BENZ	CLS550	5,5	8	15	22	18
2007	MERCEDES-BENZ	CLS63 AMG	6,2	8	13	20	16
2007	MITSUBISHI	LANCER	2	4	25	31	28
2007	MITSUBISHI	LANCER	2	4	27	34	30
2007	PONTIAC	G6	2,4	4	23	33	27
2007	PONTIAC	G6	3,5	6	20	30	24
2007	PONTIAC	G6	3,5	6	20	28	23
2007	PONTIAC	G6	3,6	6	20	28	23
2007	PONTIAC	G6	3,9	6	18	27	21
2007	PONTIAC	G6	3,9	6	17	24	20
2007	SAAB	9-3 SPORT SEDAN	2	4	22	30	25
2007	SAAB	9-3 SPORT SEDAN	2	4	21	30	24
2007	SAAB	9-3 SPORT SEDAN	2,8	6	18	28	21
2007	SAAB	9-3 SPORT SEDAN	2,8	6	17	28	20
2007	SATURN	ION	2	4	22	30	25
2007	SATURN	ION	2,2	4	24	32	27
2007	SATURN	ION	2,2	4	26	35	30
2007	SATURN	ION	2,4	4	24	32	27
2007	SATURN	ION	2,4	4	25	34	28
2007	SUBARU	LEGACY AWD	2,5	4	20	27	23
2007	SUBARU	LEGACY AWD	2,5	4	22	29	25
2007	SUBARU	LEGACY AWD	2,5	4	19	26	22
2007	SUBARU	LEGACY AWD	2,5	4	23	30	26
2007	SUBARU	LEGACY AWD	2,5	4	19	25	22
2007	SUZUKI	AERIO	2,3	4	25	31	27
2007	SUZUKI	AERIO	2,3	4	25	31	27
2007	SUZUKI	AERIO AWD	2,3	4	24	29	26
2007	SUZUKI	FORENZA	2	4	22	31	25
2007	SUZUKI	FORENZA	2	4	23	30	26
2007	SUZUKI	RENO	2	4	22	31	25
2007	SUZUKI	RENO	2	4	23	30	26
2007	TOYOTA	CAMRY SOLARA	2,4	4	24	34	28
2007	TOYOTA	CAMRY SOLARA	2,4	4	25	34	28
2007	TOYOTA	CAMRY SOLARA	3,3	6	21	29	24
2007	TOYOTA	CAMRY SOLARA CONVERTIBLE	3,3	6	20	29	23
2007	TOYOTA	COROLLA	1,8	4	30	38	33
2007	TOYOTA	COROLLA	1,8	4	32	41	36
2007	VOLKSWAGEN	GTI	2	4	23	32	27
2007	VOLKSWAGEN	GTI	2	4	25	32	28
2007	VOLKSWAGEN	JETTA	2	4	23	32	27
2007	VOLKSWAGEN	JETTA	2	4	25	32	28
2007	VOLKSWAGEN	JETTA	2,5	5	22	30	25
2007	VOLKSWAGEN	JETTA	2,5	5	22	30	25
2007	VOLKSWAGEN	RABBIT	2,5	5	22	30	25
2007	VOLKSWAGEN	RABBIT	2,5	5	22	30	25
2007	VOLVO	S40 AWD	2,5	5	20	28	23
2007	VOLVO	S40 AWD	2,5	5	20	28	23
2007	VOLVO	S40 FWD	2,4	5	22	29	24
2007	VOLVO	S40 FWD	2,4	5	22	31	25
2007	VOLVO	S40 FWD	2,5	5	21	30	24
2007	VOLVO	S40 FWD	2,5	5	21	30	25
2007	VOLVO	S60 AWD	2,5	5	20	27	23
2007	VOLVO	S60 AWD	2,5	5	20	28	23
2007	VOLVO	S60 FWD	2,4	5	21	28	23
2007	VOLVO	S60 FWD	2,4	5	20	28	23
2007	VOLVO	S60 FWD	2,5	5	21	30	24
2007	VOLVO	S60 FWD	2,5	5	21	30	25
2007	VOLVO	S60 R AWD	2,5	5	18	24	21
2007	VOLVO	S60 R AWD	2,5	5	17	25	20
2007	ACURA	RL	3,5	6	18	26	21
2007	ACURA	TL	3,2	6	20	29	23
2007	ACURA	TL	3,5	6	20	29	24
2007	ACURA	TL	3,5	6	19	28	22
2007	AUDI	A6	3,1	6	21	29	24
2007	AUDI	A6 QUATTRO	3,1	6	19	27	22
2007	AUDI	A6 QUATTRO	4,2	8	18	25	20
2007	AUDI	A8	4,2	8	18	25	20
2007	AUDI	S6	5,2	10	15	21	18
2007	AUDI	S8	5,2	10	14	20	16
2007	BENTLEY	ARNAGE	6,7	8	11	16	12
2007	BENTLEY	CONTINENTAL FLYING SPUR	6	12	11	18	14
2007	BMW	525I	3	6	20	30	24
2007	BMW	525I	3	6	21	30	24
2007	BMW	525XI	3	6	19	28	22
2007	BMW	525XI	3	6	20	27	23
2007	BMW	530I	3	6	20	30	24
2007	BMW	530I	3	6	21	30	24
2007	BMW	530I	3	6	19	27	22
2007	BMW	530XI	3	6	19	28	22
2007	BMW	530XI	3	6	20	27	23
2007	BMW	550I	4,8	8	17	24	19
2007	BMW	550I	4,8	8	17	25	20
2007	BMW	550I	4,8	8	16	22	18
2007	BMW	M5	5	10	12	18	14
2007	BMW	M5	5	10	12	18	14
2007	BUICK	LACROSSE/ALLURE	3,6	6	19	27	22
2007	BUICK	LACROSSE/ALLURE	3,8	6	20	30	23
2007	CADILLAC	CTS	2,8	6	17	27	21
2007	CADILLAC	CTS	2,8	6	18	27	21
2007	CADILLAC	CTS	3,6	6	17	26	20
2007	CADILLAC	CTS	3,6	6	18	27	21
2007	CADILLAC	CTS	6	8	15	24	18
2007	CADILLAC	STS	3,6	6	18	27	21
2007	CADILLAC	STS	4,4	8	14	21	16
2007	CADILLAC	STS	4,6	8	17	27	20
2007	CADILLAC	STS AWD	3,6	6	17	25	20
2007	CADILLAC	STS AWD	4,6	8	15	23	18
2007	CHEVROLET	MALIBU	2,2	4	24	34	28
2007	CHEVROLET	MALIBU	3,5	6	22	32	25
2007	CHEVROLET	MALIBU	3,9	6	18	26	21
2007	CHEVROLET	MONTE CARLO	3,5	6	21	31	25
2007	CHEVROLET	MONTE CARLO	3,5	6	16	23	19
2007	CHEVROLET	MONTE CARLO	3,5	6	21	31	25
2007	CHEVROLET	MONTE CARLO	5,3	8	18	27	21
2007	CHRYSLER	SEBRING	2,4	4	24	32	27
2007	CHRYSLER	SEBRING	2,7	6	15	22	18
2007	CHRYSLER	SEBRING	2,7	6	22	30	25
2007	CHRYSLER	SEBRING	3,5	4	18	28	22
2007	FERRARI	FERRARI 612 SCAGLIETTI	5,7	12	10	17	13
2007	FERRARI	FERRARI 612 SCAGLIETTI	5,7	12	11	17	13
2007	FORD	FUSION	2,3	4	23	31	26
2007	FORD	FUSION	2,3	4	23	31	26
2007	FORD	FUSION	3	6	20	28	23
2007	FORD	FUSION AWD	3	6	19	26	21
2007	HONDA	ACCORD	2,4	4	24	34	28
2007	HONDA	ACCORD	2,4	4	26	34	29
2007	HONDA	ACCORD	3	6	20	29	23
2007	HONDA	ACCORD	3	6	21	30	24
2007	HONDA	ACCORD HYBRID	3	6	28	35	31
2007	HYUNDAI	ELANTRA	2	4	28	36	31
2007	HYUNDAI	ELANTRA	2	4	28	36	31
2007	INFINITI	G35	3,5	6	19	27	22
2007	INFINITI	G35	3,5	6	19	26	22
2007	INFINITI	G35X	3,5	6	19	25	21
2007	JAGUAR	JAGUAR S-TYPE 3.0 LITRE	3	6	19	28	22
2007	JAGUAR	JAGUAR S-TYPE 4.2 LITRE	4,2	8	18	26	21
2007	JAGUAR	JAGUAR S-TYPE R	4,2	8	17	23	19
2007	JAGUAR	JAGUAR X-TYPE SPORT BRAKE	3	6	18	24	20
2007	KIA	OPTIMA	2,4	4	24	34	28
2007	KIA	OPTIMA	2,4	4	24	34	28
2007	KIA	OPTIMA	2,7	6	22	30	25
2007	KIA	SPECTRA	2	4	27	35	30
2007	KIA	SPECTRA	2	4	27	33	29
2007	LEXUS	ES 350	3,5	6	21	30	25
2007	LEXUS	GS 350	3,5	6	21	29	24
2007	LEXUS	GS 350 AWD	3,5	6	20	27	23
2007	LEXUS	GS 430	4,3	8	18	25	21
2007	LEXUS	LS 460	4,6	8	19	27	22
2007	LEXUS	LS 460 L	4,6	8	18	27	21
2007	LINCOLN-MERCURY	MILAN	2,3	4	23	31	26
2007	LINCOLN-MERCURY	MILAN	2,3	4	23	31	26
2007	LINCOLN-MERCURY	MILAN	3	6	20	28	23
2007	LINCOLN-MERCURY	MILAN AWD	3	6	19	26	21
2007	LINCOLN-MERCURY	MKZ AWD	3,5	6	18	26	21
2007	LINCOLN-MERCURY	MKZ FWD	3,5	6	19	27	22
2007	MAZDA	MAZDA 6	2,3	4	24	32	27
2007	MAZDA	MAZDA 6	2,3	4	19	25	21
2007	MAZDA	MAZDA 6	2,3	4	24	31	26
2007	MAZDA	MAZDA 6	3	6	19	27	22
2007	MAZDA	MAZDA 6	3	6	20	27	22
2007	MERCEDES-BENZ	E320 BLUETEC	3	6	26	35	30
2007	MERCEDES-BENZ	E350	3,5	6	19	26	21
2007	MERCEDES-BENZ	E350 4MATIC	3,5	6	18	24	21
2007	MERCEDES-BENZ	E550	5,5	8	15	23	18
2007	MERCEDES-BENZ	E550 4MATIC	5,5	8	15	22	17
2007	MERCEDES-BENZ	E63 AMG	6,2	8	14	20	16
2007	MITSUBISHI	GALANT	2,4	4	23	30	25
2007	MITSUBISHI	GALANT	3,8	6	18	27	22
2007	NISSAN	ALTIMA	2,5	4	26	34	29
2007	NISSAN	ALTIMA	2,5	4	26	35	30
2007	NISSAN	ALTIMA	3,5	6	22	28	24
2007	NISSAN	ALTIMA	3,5	6	21	29	24
2007	NISSAN	ALTIMA HYBRID	2,5	4	42	36	39
2007	NISSAN	MAXIMA	3,5	6	21	28	24
2007	NISSAN	SENTRA	2	4	29	36	32
2007	NISSAN	SENTRA	2	4	28	34	30
2007	NISSAN	SENTRA	2,5	4	27	33	30
2007	NISSAN	SENTRA	2,5	4	24	31	27
2007	NISSAN	VERSA	1,8	4	30	36	32
2007	NISSAN	VERSA	1,8	4	28	35	31
2007	NISSAN	VERSA	1,8	4	30	34	32
2007	PONTIAC	GRAND PRIX	3,8	6	19	28	22
2007	PONTIAC	GRAND PRIX	3,8	6	20	30	24
2007	PONTIAC	GRAND PRIX	3,8	6	19	28	22
2007	PONTIAC	GRAND PRIX	5,3	8	18	27	21
2007	ROLLS-ROYCE	PHANTOM	6,7	12	13	19	15
2007	ROLLS-ROYCE	PHANTOM EWB	6,7	12	13	19	15
2007	SAAB	9-5 SEDAN	2,3	4	20	30	24
2007	SAAB	9-5 SEDAN	2,3	4	19	29	23
2007	SATURN	AURA	3,5	6	20	30	24
2007	SATURN	AURA	3,6	6	20	28	23
2007	SATURN	AURA HYBRID	2,4	4	28	35	30
2007	TOYOTA	CAMRY	2,4	4	24	33	27
2007	TOYOTA	CAMRY	2,4	4	24	34	28
2007	TOYOTA	CAMRY	3,5	6	22	31	25
2007	TOYOTA	CAMRY HYBRID	2,4	4	40	38	39
2007	TOYOTA	PRIUS	1,5	4	60	51	55
2007	VOLKSWAGEN	PASSAT	2	4	23	32	27
2007	VOLKSWAGEN	PASSAT	2	4	22	31	25
2007	VOLKSWAGEN	PASSAT	3,6	6	19	28	22
2007	VOLKSWAGEN	PASSAT 4MOTION	3,6	6	18	26	21
2007	VOLVO	S80 AWD	3,2	6	18	26	21
2007	VOLVO	S80 AWD	4,4	8	17	25	20
2007	VOLVO	S80 FWD	3,2	6	18	27	21
2007	ALPINA	BMW ALPINA B7	4,4	8	15	23	18
2007	AUDI	A8 L	4,2	8	18	25	20
2007	AUDI	A8 L	6	12	14	21	17
2007	BENTLEY	ARNAGE LWB	6,7	8	10	15	12
